[10:06:10 PM] [LOG] [Network] WebSocket server is listening on port 443
[10:06:10 PM] [ERROR] [Content] Doesn't exist path: C:\Users\unkno\Documents\GitHub\Famishs-remake\content
[10:06:10 PM] [ERROR] [CommandSystem] Invalid command from path: C:\Users\unkno\Documents\GitHub\Famishs-remake\game-server\compiled\command\commands\building\clean-building.js
[10:08:09 PM] [WARN] [TICKER] TPS: 14.925373134328357 | DELTA: 0.067
[10:08:09 PM] [WARN] [TICKER] TPS: 7.4074074074074066 | DELTA: 0.135
[10:08:10 PM] [WARN] [TICKER] TPS: 4.587155963302752 | DELTA: 0.218
[10:08:10 PM] [WARN] [TICKER] TPS: 19.23076923076923 | DELTA: 0.052
[10:08:17 PM] [WARN] [TICKER] TPS: 19.23076923076923 | DELTA: 0.052
[10:08:18 PM] [WARN] [TICKER] TPS: 5.128205128205128 | DELTA: 0.195
[10:08:18 PM] [WARN] [TICKER] TPS: 8.695652173913043 | DELTA: 0.115
[10:08:18 PM] [WARN] [TICKER] TPS: 15.384615384615383 | DELTA: 0.065
[10:08:19 PM] [WARN] [TICKER] TPS: 10.526315789473685 | DELTA: 0.095
[10:08:19 PM] [WARN] [TICKER] TPS: 5.376344086021505 | DELTA: 0.186
[10:08:19 PM] [WARN] [TICKER] TPS: 10.989010989010989 | DELTA: 0.091
[10:08:20 PM] [WARN] [TICKER] TPS: 18.181818181818183 | DELTA: 0.055
[10:08:20 PM] [WARN] [TICKER] TPS: 13.88888888888889 | DELTA: 0.072
[10:08:20 PM] [WARN] [TICKER] TPS: 10.989010989010989 | DELTA: 0.091
[10:08:20 PM] [WARN] [TICKER] TPS: 9.708737864077671 | DELTA: 0.103
[10:08:20 PM] [WARN] [TICKER] TPS: 19.23076923076923 | DELTA: 0.052
[10:08:21 PM] [WARN] [TICKER] TPS: 18.51851851851852 | DELTA: 0.054
[10:08:21 PM] [WARN] [TICKER] TPS: 14.925373134328357 | DELTA: 0.067
[10:08:22 PM] [WARN] [TICKER] TPS: 14.925373134328357 | DELTA: 0.067
[10:08:22 PM] [WARN] [TICKER] TPS: 18.51851851851852 | DELTA: 0.054
[10:08:22 PM] [WARN] [TICKER] TPS: 8.403361344537815 | DELTA: 0.119
[10:08:22 PM] [WARN] [TICKER] TPS: 16.129032258064516 | DELTA: 0.062
[10:08:23 PM] [WARN] [TICKER] TPS: 17.857142857142858 | DELTA: 0.056
[10:08:23 PM] [WARN] [TICKER] TPS: 10.989010989010989 | DELTA: 0.091
[10:08:23 PM] [WARN] [TICKER] TPS: 10.989010989010989 | DELTA: 0.091
[10:08:23 PM] [WARN] [TICKER] TPS: 18.867924528301888 | DELTA: 0.053
[10:08:23 PM] [WARN] [TICKER] TPS: 17.241379310344826 | DELTA: 0.058
[10:08:25 PM] [WARN] [TICKER] TPS: 9.090909090909092 | DELTA: 0.11
[10:08:25 PM] [WARN] [TICKER] TPS: 17.857142857142858 | DELTA: 0.056
[10:08:25 PM] [WARN] [TICKER] TPS: 18.181818181818183 | DELTA: 0.055
[10:08:25 PM] [WARN] [TICKER] TPS: 12.820512820512821 | DELTA: 0.078
[10:08:25 PM] [WARN] [TICKER] TPS: 6.329113924050633 | DELTA: 0.158
[10:08:25 PM] [WARN] [TICKER] TPS: 13.157894736842106 | DELTA: 0.076
[10:08:26 PM] [WARN] [TICKER] TPS: 17.857142857142858 | DELTA: 0.056
[10:08:26 PM] [WARN] [TICKER] TPS: 13.157894736842106 | DELTA: 0.076
[10:08:26 PM] [WARN] [TICKER] TPS: 17.241379310344826 | DELTA: 0.058
[10:08:27 PM] [WARN] [TICKER] TPS: 9.345794392523365 | DELTA: 0.107
[10:08:27 PM] [WARN] [TICKER] TPS: 9.25925925925926 | DELTA: 0.108
[10:08:29 PM] [WARN] [TICKER] TPS: 12.987012987012987 | DELTA: 0.077
[10:08:33 PM] [WARN] [TICKER] TPS: 15.873015873015873 | DELTA: 0.063
[10:08:34 PM] [WARN] [TICKER] TPS: 19.607843137254903 | DELTA: 0.051
[10:08:34 PM] [WARN] [TICKER] TPS: 14.492753623188404 | DELTA: 0.069
[10:08:34 PM] [WARN] [TICKER] TPS: 12.820512820512821 | DELTA: 0.078
[10:08:35 PM] [WARN] [TICKER] TPS: 17.857142857142858 | DELTA: 0.056
[10:08:37 PM] [WARN] [TICKER] TPS: 17.241379310344826 | DELTA: 0.058
[10:08:37 PM] [WARN] [TICKER] TPS: 15.625 | DELTA: 0.064
[10:08:38 PM] [WARN] [TICKER] TPS: 12.987012987012987 | DELTA: 0.077
[10:08:38 PM] [WARN] [TICKER] TPS: 18.181818181818183 | DELTA: 0.055
[10:08:38 PM] [WARN] [TICKER] TPS: 13.157894736842106 | DELTA: 0.076
[10:08:38 PM] [WARN] [TICKER] TPS: 5.617977528089888 | DELTA: 0.178
[10:08:39 PM] [WARN] [TICKER] TPS: 5.847953216374268 | DELTA: 0.171
[10:08:39 PM] [WARN] [TICKER] TPS: 11.904761904761903 | DELTA: 0.084
[10:08:39 PM] [WARN] [TICKER] TPS: 8.333333333333334 | DELTA: 0.12
